protid,DEFLINE,NN1,NN2,NN3,ON1,ON2,ON3,NO1,NO2,NO3,OO1,OO2,OO3
m.17297,UDP-glucose:glycoprotein glucosyltransferase 1 OS=Mus musculus GN=Uggt1 PE=1 SV=4,1,1,3,1,1,1,2,0,3,1,2,2
m.27277,m.27277,0,0,0,0,0,1,0,1,0,0,0,0
m.15449,Carboxypeptidase Q OS=Xenopus laevis GN=cpq PE=2 SV=1,1,2,2,2,2,0,9,4,1,3,5,5
m.8545,m.8545,0,0,0,1,0,0,0,0,0,0,0,0
symbB1.EST_k37c20_35923|m.74384,symbB1.EST_k37c20_35923 g.74384  ORF symbB1.EST_k37c20_35923 g.74384 symbB1.EST_k37c20_35923 m.74384 type:complete len:408 (-) symbB1.EST_k37c20_35923:102-1325(-),3,2,1,0,3,3,3,1,1,2,0,1
m.15457,"Pyruvate dehydrogenase protein X component, mitochondrial OS=Mus musculus GN=Pdhx PE=2 SV=1",1,6,4,8,7,2,1,6,0,3,3,3
m.1546,Phosphonoacetaldehyde hydrolase OS=Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251) GN=phnX PE=3 SV=1,0,0,0,0,0,0,0,1,0,0,0,0
m.21930,m.21930,0,1,0,0,1,0,0,0,0,0,0,0
m.29147,m.29147,4,0,0,4,0,0,0,0,0,0,0,0
m.15462,"Persulfide dioxygenase ETHE1 homolog, mitochondrial OS=Arabidopsis thaliana GN=GLY3 PE=1 SV=3",2,5,1,4,3,2,3,3,1,11,6,8
symbB1.EST_k37c20_2140|m.5027,symbB1.EST_k37c20_2140 g.5027  ORF symbB1.EST_k37c20_2140 g.5027 symbB1.EST_k37c20_2140 m.5027 type:complete len:307 (-) symbB1.EST_k37c20_2140:81-1001(-),0,0,1,0,0,0,0,0,0,0,0,0
symbB1.EST_k37c20_21482|m.48092,symbB1.EST_k37c20_21482 g.48092  ORF symbB1.EST_k37c20_21482 g.48092 symbB1.EST_k37c20_21482 m.48092 type:5prime_partial len:505 (-) symbB1.EST_k37c20_21482:145-1659(-),0,9,0,0,10,0,8,0,0,10,12,12
symbB1.EST_k37c20_27118|m.59122,symbB1.EST_k37c20_27118 g.59122  ORF symbB1.EST_k37c20_27118 g.59122 symbB1.EST_k37c20_27118 m.59122 type:5prime_partial len:835 (-) symbB1.EST_k37c20_27118:98-2602(-),0,0,0,0,0,0,2,1,0,0,0,0
symbB1.EST_k37c20_43080|m.84062,symbB1.EST_k37c20_43080 g.84062  ORF symbB1.EST_k37c20_43080 g.84062 symbB1.EST_k37c20_43080 m.84062 type:3prime_partial len:432 (+) symbB1.EST_k37c20_43080:39-1331(+),9,3,0,19,0,16,6,3,4,9,12,12
symbB1.EST_k37c20_44997|m.85943,symbB1.EST_k37c20_44997 g.85943  ORF symbB1.EST_k37c20_44997 g.85943 symbB1.EST_k37c20_44997 m.85943 type:5prime_partial len:208 (+) symbB1.EST_k37c20_44997:2-625(+),0,0,0,1,0,0,0,0,1,0,0,0
m.1547,EF-hand domain-containing protein D2 OS=Mus musculus GN=Efhd2 PE=1 SV=1,37,37,22,21,37,33,31,10,25,31,27,30
m.6088,Cullin-4B OS=Homo sapiens GN=CUL4B PE=1 SV=4,0,0,0,0,0,0,0,0,0,0,0,1
m.23801,Coagulation factor IX (Fragment) OS=Cavia porcellus GN=F9 PE=2 SV=1,0,0,0,0,0,0,3,3,0,1,0,2
m.15471,Bactericidal permeability-increasing protein OS=Homo sapiens GN=BPI PE=1 SV=4,7,9,16,12,7,14,17,20,10,17,17,18
m.37725,Dystrophin OS=Gallus gallus GN=DMD PE=2 SV=1,0,0,1,0,0,0,0,0,0,0,0,0
m.37742,Lactadherin OS=Mus musculus GN=Mfge8 PE=1 SV=3,0,0,0,0,0,0,0,1,0,0,0,0
m.6400,GDP-fucose transporter 1 OS=Nematostella vectensis GN=slc35c1 PE=3 SV=1,0,0,0,0,0,0,3,0,0,2,2,3
symbB1.EST_k37c20_10757|m.24896,symbB1.EST_k37c20_10757 g.24896  ORF symbB1.EST_k37c20_10757 g.24896 symbB1.EST_k37c20_10757 m.24896 type:5prime_partial len:192 (-) symbB1.EST_k37c20_10757:69-644(-),3,0,0,10,0,0,3,8,4,0,0,0
m.15477,Putative bifunctional amine oxidase DDB_G0291301 OS=Dictyostelium discoideum GN=DDB_G0291301 PE=1 SV=1,3,0,0,4,0,0,2,0,0,3,3,1
m.17836,Aryl hydrocarbon receptor nuclear translocator homolog OS=Drosophila melanogaster GN=tgo PE=1 SV=3,0,0,0,0,0,1,0,0,0,0,0,0
m.13257,m.13257,0,0,3,10,0,10,6,4,3,6,7,5
m.1054,E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1,23,25,28,25,19,26,24,29,25,28,27,20
m.15484,N-alpha-acetyltransferase 50 OS=Xenopus tropicalis GN=naa50 PE=2 SV=1,1,2,4,3,1,3,0,1,1,4,5,4
symbB1.EST_k37c20_25537|m.56142,symbB1.EST_k37c20_25537 g.56142  ORF symbB1.EST_k37c20_25537 g.56142 symbB1.EST_k37c20_25537 m.56142 type:5prime_partial len:439 (+) symbB1.EST_k37c20_25537:3-1319(+),0,0,0,0,0,0,0,3,0,0,0,0
m.15491,Mitotic checkpoint protein BUB3 OS=Mus musculus GN=Bub3 PE=2 SV=2,0,0,1,0,0,1,0,3,1,0,0,0
symbB1.EST_k37c20_37157|m.76227,symbB1.EST_k37c20_37157 g.76227  ORF symbB1.EST_k37c20_37157 g.76227 symbB1.EST_k37c20_37157 m.76227 type:complete len:576 (+) symbB1.EST_k37c20_37157:58-1785(+),0,0,0,0,0,0,0,1,0,0,0,0
symbB1.EST_k37c20_60358|m.96564,symbB1.EST_k37c20_60358 g.96564  ORF symbB1.EST_k37c20_60358 g.96564 symbB1.EST_k37c20_60358 m.96564 type:complete len:145 (-) symbB1.EST_k37c20_60358:68-502(-),0,0,0,0,1,0,0,0,2,0,0,1
m.13024,Chromatin target of PRMT1 protein OS=Rattus norvegicus GN=Chtop PE=2 SV=1,0,0,0,2,0,1,1,2,0,3,3,3
m.1501,m.1501,0,0,2,0,0,0,2,0,0,0,0,0
m.15526,Biliverdin reductase A OS=Mus musculus GN=Blvra PE=2 SV=1,3,6,7,7,6,3,10,12,8,8,10,8
m.17255,Tumor protein p63-regulated gene 1-like protein OS=Bos taurus GN=TPRG1L PE=2 SV=1,0,0,0,2,0,0,0,1,0,0,0,0
m.17637,m.17637,0,0,0,0,0,0,0,1,0,0,0,0
m.2320,"Dynein heavy chain 7, axonemal OS=Rattus norvegicus GN=Dnah7 PE=2 SV=2",0,0,0,0,0,0,0,1,0,1,1,1
m.3635,m.3635,0,0,0,0,0,0,1,0,0,0,0,0
m.15530,N-acetylserotonin O-methyltransferase-like protein OS=Homo sapiens GN=ASMTL PE=1 SV=3,10,4,18,8,7,6,13,1,2,11,8,8
symbB1.EST_k37c20_1292|m.3005,symbB1.EST_k37c20_1292 g.3005  ORF symbB1.EST_k37c20_1292 g.3005 symbB1.EST_k37c20_1292 m.3005 type:5prime_partial len:113 (+) symbB1.EST_k37c20_1292:2-340(+),1,0,1,0,0,0,0,0,0,1,0,1
m.2576,Predicted protein OS=Nematostella vectensis GN=v1g246748 PE=4 SV=1,0,0,0,0,0,0,2,0,0,3,3,1
symbB1.EST_k37c20_3362|m.8010,symbB1.EST_k37c20_3362 g.8010  ORF symbB1.EST_k37c20_3362 g.8010 symbB1.EST_k37c20_3362 m.8010 type:5prime_partial len:1893 (-) symbB1.EST_k37c20_3362:7-5685(-),0,0,0,0,0,0,2,0,0,3,4,3
symbB1.EST_k37c20_1369|m.3168,symbB1.EST_k37c20_1369 g.3168  ORF symbB1.EST_k37c20_1369 g.3168 symbB1.EST_k37c20_1369 m.3168 type:complete len:235 (-) symbB1.EST_k37c20_1369:115-819(-),4,3,2,4,0,3,2,2,2,4,3,4
m.15544,Ribonuclease UK114 OS=Capra hircus GN=HRSP12 PE=1 SV=3,26,8,8,9,3,4,11,9,12,15,15,13
m.36925,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_124060 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0,1
symbB1.EST_k37c20_21027|m.47130,symbB1.EST_k37c20_21027 g.47130  ORF symbB1.EST_k37c20_21027 g.47130 symbB1.EST_k37c20_21027 m.47130 type:5prime_partial len:475 (+) symbB1.EST_k37c20_21027:2-1426(+),8,0,0,4,1,0,0,1,1,0,0,0
m.17244,tRNA selenocysteine 1-associated protein 1 OS=Homo sapiens GN=TRNAU1AP PE=1 SV=1,0,0,2,0,0,0,0,0,0,1,1,2
m.8593,Zinc metalloproteinase nas-13 OS=Caenorhabditis elegans GN=nas-13 PE=2 SV=5,0,0,0,0,0,0,0,1,0,0,0,0
symbB1.EST_k37c20_15463|m.35243,symbB1.EST_k37c20_15463 g.35243  ORF symbB1.EST_k37c20_15463 g.35243 symbB1.EST_k37c20_15463 m.35243 type:5prime_partial len:550 (-) symbB1.EST_k37c20_15463:116-1765(-),0,1,0,0,0,0,0,0,0,0,0,0
symbB1.EST_k37c20_7857|m.18402,symbB1.EST_k37c20_7857 g.18402  ORF symbB1.EST_k37c20_7857 g.18402 symbB1.EST_k37c20_7857 m.18402 type:complete len:236 (+) symbB1.EST_k37c20_7857:63-770(+),0,0,1,0,1,0,1,0,0,1,1,1
m.15573,Calcineurin subunit B type 1 OS=Rattus norvegicus GN=Ppp3r1 PE=1 SV=2,7,12,4,6,5,2,10,0,14,6,6,4
m.2142,Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Mus musculus GN=Ahsa1 PE=2 SV=2,0,0,0,0,1,0,0,0,0,0,0,0
m.10145,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g223497 PE=4 SV=1,0,0,0,0,0,0,0,1,0,0,0,0
m.38201,Syntaxin-6 OS=Pongo abelii GN=STX6 PE=2 SV=1,0,0,2,0,0,0,0,0,0,0,0,0
m.15586,Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Rattus norvegicus GN=Slc9a3r1 PE=1 SV=3,39,46,34,40,44,37,39,23,43,39,39,41
m.12835,Receptor expression-enhancing protein 2 OS=Danio rerio GN=reep2 PE=2 SV=1,0,0,0,1,0,0,0,0,0,0,0,0
m.1560,T-complex protein 1 subunit theta OS=Gallus gallus GN=CCT8 PE=1 SV=3,6,8,9,6,21,5,17,12,11,12,9,8
m.21782,Protocadherin Fat 4 OS=Homo sapiens GN=FAT4 PE=1 SV=2,0,0,0,0,0,0,1,0,0,0,0,0
m.15618,Unconventional myosin-Ie OS=Mus musculus GN=Myo1e PE=1 SV=1,0,1,0,1,1,2,1,1,2,1,0,2
m.18972,m.18972,4,4,0,5,5,0,3,0,1,4,2,3
m.37666,"Presequence protease, mitochondrial OS=Xenopus laevis GN=pitrm1 PE=2 SV=1",0,0,0,1,0,0,0,0,0,0,0,0
m.10547,Serine/threonine-protein kinase WNK1 OS=Rattus norvegicus GN=Wnk1 PE=1 SV=2,1,0,2,0,1,0,1,1,0,0,0,0
m.15624,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_88075 PE=4 SV=1,3,0,0,1,1,0,0,0,0,0,0,0
symbB1.EST_k37c20_17078|m.38932,symbB1.EST_k37c20_17078 g.38932  ORF symbB1.EST_k37c20_17078 g.38932 symbB1.EST_k37c20_17078 m.38932 type:complete len:466 (-) symbB1.EST_k37c20_17078:269-1666(-),14,8,6,12,8,9,6,2,6,5,6,6
symbB1.EST_k37c20_17688|m.40279,symbB1.EST_k37c20_17688 g.40279  ORF symbB1.EST_k37c20_17688 g.40279 symbB1.EST_k37c20_17688 m.40279 type:complete len:995 (+) symbB1.EST_k37c20_17688:200-3184(+),0,0,0,0,0,0,1,0,0,0,0,0
m.3736,Cystatin-B OS=Pan troglodytes GN=CSTB PE=3 SV=1,0,0,0,0,0,0,0,0,0,2,0,1
m.15646,m.15646,6,10,6,7,7,9,2,0,1,0,0,0
symbB1.EST_k37c20_37308|m.76453,symbB1.EST_k37c20_37308 g.76453  ORF symbB1.EST_k37c20_37308 g.76453 symbB1.EST_k37c20_37308 m.76453 type:5prime_partial len:115 (+) symbB1.EST_k37c20_37308:1-345(+),6,2,8,7,6,5,6,0,2,4,4,4
m.15654,Histone H1.0 OS=Mus musculus GN=H1f0 PE=2 SV=4,1,2,1,1,1,1,0,2,0,0,0,0
m.10171,Cleavage and polyadenylation specificity factor subunit 7 OS=Rattus norvegicus GN=Cpsf7 PE=2 SV=1,0,0,1,0,0,0,0,0,0,0,0,0
symbB1.EST_k37c20_12129|m.27938,symbB1.EST_k37c20_12129 g.27938  ORF symbB1.EST_k37c20_12129 g.27938 symbB1.EST_k37c20_12129 m.27938 type:complete len:1965 (+) symbB1.EST_k37c20_12129:36-5930(+),0,0,0,0,0,0,0,0,0,0,1,2
m.15674,m.15674,0,4,2,2,3,3,0,0,0,0,0,0
symbB1.EST_k37c20_12887|m.29657,symbB1.EST_k37c20_12887 g.29657  ORF symbB1.EST_k37c20_12887 g.29657 symbB1.EST_k37c20_12887 m.29657 type:3prime_partial len:1412 (-) symbB1.EST_k37c20_12887:2-4234(-),0,0,0,0,0,0,0,0,0,1,0,0
m.15686,Calponin-3 OS=Bos taurus GN=CNN3 PE=2 SV=1,0,0,2,0,1,1,0,0,0,0,0,0
m.24931,Rab GTPase-activating protein 1 OS=Pongo abelii GN=RABGAP1 PE=2 SV=1,0,0,1,0,0,0,0,0,0,0,0,0
m.32249,m.32249,0,0,0,1,0,0,0,0,0,0,0,1
m.15693,Drebrin-like protein A OS=Xenopus laevis GN=dbnl-a PE=2 SV=1,32,34,39,30,29,40,40,32,22,38,34,34
m.5769,m.5769,1,1,0,0,0,0,0,0,0,0,0,0
m.8931,"Protein SCO1 homolog, mitochondrial OS=Homo sapiens GN=SCO1 PE=1 SV=1",0,0,0,0,1,0,0,0,0,0,0,0
symbB1.EST_k37c20_16051|m.36532,symbB1.EST_k37c20_16051 g.36532  ORF symbB1.EST_k37c20_16051 g.36532 symbB1.EST_k37c20_16051 m.36532 type:complete len:521 (+) symbB1.EST_k37c20_16051:54-1616(+),0,0,0,0,0,0,0,1,0,0,0,0
m.15697,m.15697,2,4,0,1,7,0,0,0,0,0,0,0
symbB1.EST_k37c20_20191|m.45484,symbB1.EST_k37c20_20191 g.45484  ORF symbB1.EST_k37c20_20191 g.45484 symbB1.EST_k37c20_20191 m.45484 type:5prime_partial len:252 (-) symbB1.EST_k37c20_20191:342-1097(-),0,1,0,0,2,1,0,1,2,0,0,0
m.1784,Short-chain collagen C4 (Fragment) OS=Ephydatia muelleri PE=2 SV=1,0,0,0,0,0,0,0,0,1,0,0,0
m.5726,UBX domain-containing protein 6 OS=Mus musculus GN=Ubxn6 PE=1 SV=1,0,1,0,0,0,0,0,0,0,1,0,0
m.2729,Alanine aminotransferase 2-like OS=Danio rerio GN=gpt2l PE=2 SV=2,0,0,0,0,0,0,1,1,0,0,0,0
m.30465,E3 ubiquitin-protein ligase UBR4 OS=Mus musculus GN=Ubr4 PE=1 SV=1,0,0,1,0,0,0,0,0,0,1,0,1
m.38315,m.38315,0,0,0,0,0,0,0,0,1,0,0,0
m.15700,m.15700,1,4,4,0,2,5,3,5,1,9,9,6
symbB1.EST_k37c20_61431|m.96824,symbB1.EST_k37c20_61431 g.96824  ORF symbB1.EST_k37c20_61431 g.96824 symbB1.EST_k37c20_61431 m.96824 type:internal len:373 (+) symbB1.EST_k37c20_61431:2-1117(+),0,4,0,0,5,0,0,1,0,0,0,0
m.2523,Surfeit locus protein 4 homolog OS=Drosophila melanogaster GN=Surf4 PE=2 SV=1,0,0,0,0,0,0,1,0,0,0,0,0
m.15724,Importin subunit beta-1 OS=Homo sapiens GN=KPNB1 PE=1 SV=2,0,0,0,0,0,0,1,2,2,0,0,0
m.15750,m.15750,3,6,3,2,4,1,1,1,1,0,0,0
m.15756,"Acetyl-coenzyme A synthetase 2-like, mitochondrial OS=Mus musculus GN=Acss1 PE=1 SV=1",1,3,0,2,2,0,2,10,2,1,1,1
m.15763,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial OS=Homo sapiens GN=GCAT PE=1 SV=1",0,0,0,2,2,0,0,0,0,0,2,0
m.15764,Phosphatidylinositol-binding clathrin assembly protein OS=Rattus norvegicus GN=Picalm PE=1 SV=1,1,5,6,4,5,4,5,6,0,5,6,6
m.15770,m.15770,1,11,34,5,14,57,0,0,0,0,0,0
m.15803,Purine nucleoside phosphorylase OS=Homo sapiens GN=PNP PE=1 SV=2,3,4,6,4,2,3,4,6,1,6,3,3
m.15806,Phospholipase A-2-activating protein OS=Rattus norvegicus GN=Plaa PE=2 SV=3,0,1,0,0,0,0,0,2,0,0,0,0
m.1582,Calbindin-32 OS=Drosophila melanogaster GN=Cbp53E PE=2 SV=1,2,3,2,1,0,4,2,4,11,5,3,5
m.15822,Predicted protein OS=Nematostella vectensis GN=v1g244535 PE=4 SV=1,1,3,1,0,3,2,1,2,0,2,1,1
m.1583,Phosphoenolpyruvate phosphomutase OS=Mytilus edulis PE=1 SV=3,22,24,24,23,28,26,23,18,15,28,23,22
m.10557,SNARE-associated protein Snapin OS=Homo sapiens GN=SNAPIN PE=1 SV=1,5,5,5,3,3,2,1,2,3,2,0,3
m.15837,m.15837,0,1,0,1,3,1,0,0,0,0,0,0
m.15838,Poly(A) RNA polymerase GLD2-B OS=Xenopus laevis GN=papd4-b PE=1 SV=1,0,0,0,0,0,0,2,0,0,0,0,1
m.15839,GTP-binding protein SAR1b OS=Mus musculus GN=Sar1b PE=1 SV=1,14,13,25,27,7,15,18,23,5,12,8,11
m.15850,Tumor necrosis factor alpha-induced protein 8 OS=Gallus gallus GN=TNFAIP8 PE=2 SV=1,0,0,1,0,0,0,1,1,0,3,2,2
m.15857,Proteasomal ubiquitin receptor ADRM1 OS=Danio rerio GN=adrm1b PE=1 SV=1,13,13,23,9,11,18,14,8,13,7,13,11
m.15899,Sorting nexin-30 OS=Mus musculus GN=Snx30 PE=2 SV=1,1,5,2,3,3,5,1,9,1,5,4,3
m.1592,Serine/threonine-protein kinase HT1 OS=Arabidopsis thaliana GN=HT1 PE=1 SV=1,0,0,0,0,0,0,2,0,0,3,3,3
m.15962,Group XIIA secretory phospholipase A2 OS=Homo sapiens GN=PLA2G12A PE=1 SV=1,5,1,0,1,1,0,0,0,0,0,2,0
m.10558,Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1,13,7,4,10,4,9,7,9,7,6,6,6
m.16001,CUB and sushi domain-containing protein 3 OS=Mus musculus GN=Csmd3 PE=2 SV=3,0,1,1,1,0,2,3,3,3,3,3,0
m.16008,Predicted protein OS=Nematostella vectensis GN=v1g222210 PE=4 SV=1,0,0,0,0,0,0,1,0,0,0,0,0
m.16029,Actin-related protein 10 OS=Mus musculus GN=Actr10 PE=1 SV=2,2,2,5,3,1,2,6,3,1,6,4,5
m.16036,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_63863 PE=4 SV=1,0,0,1,0,0,0,4,4,5,3,5,4
m.16043,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_86827 PE=4 SV=1,1,4,2,1,2,0,0,0,0,1,1,1
m.16056,ATPase ASNA1 homolog OS=Nematostella vectensis GN=v1g161623 PE=3 SV=1,1,4,2,1,2,0,1,1,0,3,1,2
m.16068,m.16068,0,2,0,0,0,0,0,0,0,0,0,0
m.16099,m.16099,3,7,10,7,8,9,0,0,0,0,0,0
m.161,Tax1-binding protein 1 homolog OS=Bos taurus GN=TAX1BP1 PE=2 SV=1,0,0,0,1,0,0,0,0,0,1,0,0
m.10567,Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2,0,0,1,0,0,4,0,0,0,1,0,0
m.16108,1-aminocyclopropane-1-carboxylate synthase-like protein 1 OS=Takifugu rubripes GN=accs PE=3 SV=1,1,0,0,0,0,1,1,1,0,0,0,0
m.16132,Calcium/calmodulin-dependent protein kinase type 1D OS=Mus musculus GN=Camk1d PE=1 SV=2,0,4,3,1,3,2,2,0,2,3,1,1
m.16180,Ubiquitin carboxyl-terminal hydrolase 14 OS=Bos taurus GN=USP14 PE=2 SV=3,5,9,15,7,8,13,15,4,10,6,5,5
m.16211,Ras suppressor protein 1 OS=Bos taurus GN=RSU1 PE=2 SV=1,3,2,2,6,5,1,0,5,0,0,0,0
m.16222,"Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Bos taurus GN=GPD2 PE=2 SV=1",1,3,1,3,1,1,3,6,0,3,2,2
m.16226,Cadherin-related tumor suppressor OS=Drosophila melanogaster GN=ft PE=1 SV=3,0,0,0,0,0,1,0,1,1,0,0,0
m.16258,"DNA-directed RNA polymerases I, II, and III subunit RPABC3 OS=Mus musculus GN=Polr2h PE=2 SV=3",1,0,1,3,0,2,1,1,3,2,2,2
m.16259,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_63863 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0,1
m.10575,Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1,4,3,4,4,3,5,1,2,3,2,1,2
m.1626,Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Bos taurus GN=SGTA PE=2 SV=1,6,17,12,7,13,16,17,14,11,20,15,11
m.16276,Phosphoenolpyruvate carboxykinase [GTP] OS=Drosophila melanogaster GN=Pepck PE=2 SV=2,0,0,3,2,0,0,1,0,0,1,0,1
m.16282,Collagen triple helix repeat-containing protein 1 OS=Mus musculus GN=Cthrc1 PE=2 SV=2,1,0,3,0,1,0,0,1,0,2,3,3
m.16303,Putative N-acetylated-alpha-linked acidic dipeptidase OS=Homo sapiens GN=FOLH1B PE=2 SV=1,1,1,0,3,0,0,0,3,3,0,1,0
m.16319,"Acylpyruvase FAHD1, mitochondrial OS=Rattus norvegicus GN=Fahd1 PE=2 SV=1",21,27,5,12,21,5,8,5,12,17,18,15
m.16332,PREDICTED: uncharacterized protein LOC100369350 [Saccoglossus kowalevskii],0,1,0,0,1,0,0,1,0,2,1,0
m.16389,Peptidyl-prolyl cis-trans isomerase-like 6 OS=Bos taurus GN=PPIL6 PE=2 SV=1,2,0,0,0,0,1,0,1,0,0,0,0
m.1639,m.1639,0,0,0,0,0,0,0,0,0,0,1,1
m.16423,Uncharacterized oxidoreductase MW2403 OS=Staphylococcus aureus (strain MW2) GN=MW2403 PE=3 SV=1,0,4,5,1,1,1,1,2,0,5,3,3
m.10586,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2,1,0,2,0,0,4,1,1,0,0,1,1
m.16425,Sorting nexin-17 OS=Danio rerio GN=snx17 PE=2 SV=1,0,0,0,0,0,0,0,2,1,0,0,0
m.16437,Protein DD3-3 OS=Dictyostelium discoideum GN=DD3-3 PE=2 SV=1,0,0,0,0,0,0,0,0,0,2,1,1
m.16442,Uncharacterized protein OS=Tetranychus urticae PE=3 SV=1,0,18,10,0,13,12,6,0,0,7,4,6
m.16446,Omega-amidase NIT2 OS=Mus musculus GN=Nit2 PE=1 SV=1,0,0,0,3,0,0,2,3,4,1,0,1
m.16449,Coatomer subunit beta_ OS=Mus musculus GN=Copb2 PE=2 SV=2,8,18,13,10,23,13,10,5,8,10,6,6
m.16465,Acidic mammalian chitinase OS=Mus musculus GN=Chia PE=1 SV=2,2,0,2,3,0,0,6,5,4,2,3,3
m.16515,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens GN=SVEP1 PE=1 SV=3",0,6,0,0,5,0,0,0,0,3,3,3
m.1652,Synaptic vesicle membrane protein VAT-1 homolog OS=Danio rerio GN=vat1 PE=2 SV=1,85,183,115,120,173,130,88,65,105,116,111,112
m.16523,Supervillin OS=Bos taurus GN=SVIL PE=1 SV=2,0,0,0,1,0,0,0,0,0,0,0,0
m.16526,Lambda-crystallin homolog OS=Homo sapiens GN=CRYL1 PE=1 SV=3,0,0,0,0,0,0,1,0,1,0,1,1
m.10009,Putative regulator of ribonuclease activity OS=Aromatoleum aromaticum (strain EbN1) GN=AZOSEA25360 PE=3 SV=1,2,6,3,8,8,8,6,6,3,6,10,7
m.10597,Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Drosophila melanogaster GN=PPP4R2r PE=1 SV=2,0,1,3,1,0,2,3,0,0,2,5,4
m.16548,Sortilin-related receptor OS=Homo sapiens GN=SORL1 PE=1 SV=2,0,0,4,0,0,3,1,0,0,3,1,1
m.1655,Alpha-N-acetylgalactosaminidase OS=Gallus gallus GN=NAGA PE=1 SV=1,12,19,16,5,19,18,13,12,16,16,14,15
m.16552,Predicted protein OS=Nematostella vectensis GN=v1g242207 PE=4 SV=1,0,1,0,1,0,0,1,1,0,2,1,2
m.16591,m.16591,4,3,7,4,5,6,7,4,3,8,9,9
m.16598,Lissencephaly-1 homolog OS=Nematostella vectensis GN=v1g242515 PE=3 SV=1,3,9,13,10,7,9,9,5,9,8,8,8
m.166,Soma ferritin OS=Lymnaea stagnalis PE=2 SV=2,0,0,0,0,0,0,0,1,0,0,0,0
m.1664,Protein DEK OS=Homo sapiens GN=DEK PE=1 SV=1,0,0,0,0,0,0,0,0,0,5,4,4
m.16651,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial OS=Xenopus tropicalis GN=hoga1 PE=2 SV=2",14,22,22,19,11,14,14,18,8,21,16,16
m.16670,m.16670,3,3,1,3,5,1,0,0,0,0,0,0
m.16692,"3-ketoacyl-CoA thiolase, mitochondrial OS=Mus musculus GN=Acaa2 PE=1 SV=3",86,74,123,138,76,111,72,61,44,58,49,44
m.16736,m.16736,1,3,0,4,5,0,3,1,1,3,0,0
m.1680,Methionine aminopeptidase 1 OS=Danio rerio GN=metap1 PE=2 SV=2,0,1,0,2,1,1,1,0,2,2,2,1
m.16813,"33 kDa inner dynein arm light chain, axonemal OS=Strongylocentrotus purpuratus PE=1 SV=1",0,0,0,0,0,2,0,1,0,0,0,0
m.1685,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens GN=AIMP1 PE=1 SV=2,1,1,3,3,1,3,3,10,1,6,4,4
m.16853,m.16853,0,1,2,0,0,0,0,2,1,1,0,0
m.16859,Interactor protein for cytohesin exchange factors 1 OS=Homo sapiens GN=IPCEF1 PE=1 SV=1,30,44,35,33,39,38,30,12,31,25,22,26
m.1688,Transmembrane 9 superfamily member 2 OS=Rattus norvegicus GN=Tm9sf2 PE=2 SV=1,0,0,0,4,0,0,2,0,0,3,0,1
m.1060,Calmodulin OS=Renilla reniformis PE=1 SV=2,1,6,4,2,4,1,3,1,7,4,8,5
m.16887,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2,0,0,0,0,1,0,0,0,0,0,0,0
m.1689,m.1689,3,5,1,3,1,0,3,1,0,1,0,0
m.16910,Collagen alpha-6(VI) chain OS=Homo sapiens GN=COL6A6 PE=1 SV=2,2,14,33,34,16,12,17,10,10,12,7,6
m.16955,Macrophage mannose receptor 1 OS=Homo sapiens GN=MRC1 PE=1 SV=1,0,0,0,1,3,2,2,7,1,1,1,1
m.16972,ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens GN=ARFGAP1 PE=1 SV=2,0,1,0,1,0,0,0,0,0,0,0,0
m.17002,Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3,3,4,5,5,10,4,6,7,1,2,1,4
m.17007,Predicted protein OS=Nematostella vectensis GN=v1g208975 PE=4 SV=1,0,3,0,1,0,0,1,2,1,2,0,0
